,gbifID,type,format,URL,group,Common Name,Scientific Name,Type,id
3298,1099284815,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Rallus_aquaticus_Kr0016_08_short.mp3,Aves,Water Rail,Rallus aquaticus,Not Dangerous,1099284815
3312,1099279777,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Nucifraga_caryocatactes_Kr0039_08_short.mp3,Aves,Spotted NutCracker,Nucifraga caryocatactes,Not Dangerous,1099279777
3317,1099274307,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_Kr0023_03_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,1099274307
3318,1099274306,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_Kr0023_08_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,1099274306
3327,1099168689,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Galerida_cristata_Kr0027_06_short.mp3,Aves,Crested Lark,Galerida cristata,Not Dangerous,1099168689
3358,1062920172,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_pilaris_Ski0019_20_short.mp3,Aves,Fieldfare,Turdus pilaris,Not Dangerous,1062920172
3359,1062920171,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_pilaris_Ski0072_60_short.mp3,Aves,Fieldfare,Turdus pilaris,Not Dangerous,1062920171
3362,1062920164,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_viscivorus_Ski0072_51_short.mp3,Aves,Mistle Thrush,Turdus viscivorus,Not Dangerous,1062920164
3363,1062920161,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Troglodytes_troglodytes_Ski0072_59_short.mp3,Aves,Wren,Troglodytes troglodytes,Not Dangerous,1062920161
3367,1062920124,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Sylvia_melanocephala_Kr0009_05_short.mp3,Aves,Sardinian Warbler,Sylvia melanocephala,Not Dangerous,1062920124
3368,1062920123,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Sylvia_melanocephala_Kr0009_04_short.mp3,Aves,Sardinian Warbler,Sylvia melanocephala,Not Dangerous,1062920123
3389,1062920044,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Regulus_ignicapilla_Ski0072_43_short.mp3,Aves,Firecrest,Regulus ignicapilla,Not Dangerous,1062920044
3499,1060760589,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_pilaris_Tre_N0046_08_short.mp3,Aves,Fieldfare,Turdus pilaris,Not Dangerous,1060760589
3503,1052813869,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_viscivorus_Tre_N0083_27_short.mp3,Aves,Mistle Thrush,Turdus viscivorus,Not Dangerous,1052813869
3504,1052813868,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_viscivorus_Tre_N0061_05_short.mp3,Aves,Mistle Thrush,Turdus viscivorus,Not Dangerous,1052813868
3505,1052813867,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_viscivorus_Tre_N0084_02_short.mp3,Aves,Mistle Thrush,Turdus viscivorus,Not Dangerous,1052813867
3507,1052813865,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_viscivorus_Tre_N0084_04_short.mp3,Aves,Mistle Thrush,Turdus viscivorus,Not Dangerous,1052813865
3508,1052813864,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_viscivorus_Tre_N0057_06_short.mp3,Aves,Mistle Thrush,Turdus viscivorus,Not Dangerous,1052813864
3509,1052813863,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_viscivorus_Tre_N0066_12_short.mp3,Aves,Mistle Thrush,Turdus viscivorus,Not Dangerous,1052813863
3510,1052813862,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_viscivorus_Tre_N0137_02_short.mp3,Aves,Mistle Thrush,Turdus viscivorus,Not Dangerous,1052813862
3511,1052813861,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_viscivorus_Tre_N0032_03_short.mp3,Aves,Mistle Thrush,Turdus viscivorus,Not Dangerous,1052813861
3512,1052813860,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_viscivorus_Tre_N0048_14_short.mp3,Aves,Mistle Thrush,Turdus viscivorus,Not Dangerous,1052813860
3513,1052813859,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_viscivorus_DIG0176_42_short.mp3,Aves,Mistle Thrush,Turdus viscivorus,Not Dangerous,1052813859
3515,1052813857,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_viscivorus_DIG0176_29_short.mp3,Aves,Mistle Thrush,Turdus viscivorus,Not Dangerous,1052813857
3518,1052813852,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_pilaris_Tre_N0066_16_short.mp3,Aves,Fieldfare,Turdus pilaris,Not Dangerous,1052813852
3521,1052813849,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_pilaris_Tre_N0054_06_short.mp3,Aves,Fieldfare,Turdus pilaris,Not Dangerous,1052813849
3527,1052813843,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_pilaris_Tre_N0053_10_short.mp3,Aves,Fieldfare,Turdus pilaris,Not Dangerous,1052813843
3535,1052813835,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_pilaris_Tre_N0068_03_short.mp3,Aves,Fieldfare,Turdus pilaris,Not Dangerous,1052813835
3690,1052813617,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Troglodytes_troglodytes_Tre_N0141_02_short.mp3,Aves,Wren,Troglodytes troglodytes,Not Dangerous,1052813617
3691,1052813616,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Troglodytes_troglodytes_Tre_N0042_09_short.mp3,Aves,Wren,Troglodytes troglodytes,Not Dangerous,1052813616
3692,1052813615,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Troglodytes_troglodytes_Tre_N0145_07_short.mp3,Aves,Wren,Troglodytes troglodytes,Not Dangerous,1052813615
3693,1052813614,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Troglodytes_troglodytes_Tre_N0152_03_short.mp3,Aves,Wren,Troglodytes troglodytes,Not Dangerous,1052813614
3694,1052813613,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Troglodytes_troglodytes_Tre_N0040_06_short.mp3,Aves,Wren,Troglodytes troglodytes,Not Dangerous,1052813613
3695,1052813612,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Troglodytes_troglodytes_Tre_N0042_10_short.mp3,Aves,Wren,Troglodytes troglodytes,Not Dangerous,1052813612
3696,1052813611,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Troglodytes_troglodytes_Tre_N0142_02_short.mp3,Aves,Wren,Troglodytes troglodytes,Not Dangerous,1052813611
3697,1052813610,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Troglodytes_troglodytes_Tre_N0058_05_short.mp3,Aves,Wren,Troglodytes troglodytes,Not Dangerous,1052813610
3799,1052812767,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Regulus_ignicapilla_Tre_N0066_14_short.mp3,Aves,Firecrest,Regulus ignicapilla,Not Dangerous,1052812767
3800,1052812766,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Regulus_ignicapilla_Tre_N0145_06_short.mp3,Aves,Firecrest,Regulus ignicapilla,Not Dangerous,1052812766
3801,1052812765,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Regulus_ignicapilla_Tre_N0033_04_short.mp3,Aves,Firecrest,Regulus ignicapilla,Not Dangerous,1052812765
3802,1052812764,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Regulus_ignicapilla_Tre_N0037_03_short.mp3,Aves,Firecrest,Regulus ignicapilla,Not Dangerous,1052812764
3803,1052812763,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Regulus_ignicapilla_Tre_N0129_02_short.mp3,Aves,Firecrest,Regulus ignicapilla,Not Dangerous,1052812763
3804,1052812762,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Regulus_ignicapilla_Tre_N0153_05_short.mp3,Aves,Firecrest,Regulus ignicapilla,Not Dangerous,1052812762
3805,1052812761,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Regulus_ignicapilla_Tre_N0143_02_short.mp3,Aves,Firecrest,Regulus ignicapilla,Not Dangerous,1052812761
3806,1052812760,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Regulus_ignicapilla_Tre_N0033_01_short.mp3,Aves,Firecrest,Regulus ignicapilla,Not Dangerous,1052812760
3807,1052812759,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Regulus_ignicapilla_Tre_N0130_02_short.mp3,Aves,Firecrest,Regulus ignicapilla,Not Dangerous,1052812759
3809,1052812757,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Regulus_ignicapilla_Tre_N0031_01_short.mp3,Aves,Firecrest,Regulus ignicapilla,Not Dangerous,1052812757
3810,1052812756,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Regulus_ignicapilla_Tre_N0062_11_short.mp3,Aves,Firecrest,Regulus ignicapilla,Not Dangerous,1052812756
3811,1052812755,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Regulus_ignicapilla_Tre_N0058_03_short.mp3,Aves,Firecrest,Regulus ignicapilla,Not Dangerous,1052812755
3812,1052812754,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Regulus_ignicapilla_Tre_N0054_11_short.mp3,Aves,Firecrest,Regulus ignicapilla,Not Dangerous,1052812754
3813,1052812753,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Regulus_ignicapilla_Tre_N0122_07_short.mp3,Aves,Firecrest,Regulus ignicapilla,Not Dangerous,1052812753
3814,1052812752,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Regulus_ignicapilla_Tre_N0130_05_short.mp3,Aves,Firecrest,Regulus ignicapilla,Not Dangerous,1052812752
3862,1052811887,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Picus_canus_Tre_N0131_04_short.mp3,Aves,Grey-Heades Woodpecker,Picus canus,Not Dangerous,1052811887
3867,1052811882,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Picus_canus_Tre_N0155_07_short.mp3,Aves,Grey-Heades Woodpecker,Picus canus,Not Dangerous,1052811882
3869,1052811880,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Picus_canus_Tre_N0147_01_short.mp3,Aves,Grey-Heades Woodpecker,Picus canus,Not Dangerous,1052811880
4138,1052810320,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_DIG0176_33_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,1052810320
4141,1052810317,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_DIG0176_65_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,1052810317
4158,1052807973,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Galerida_cristata_Tre_N0128_01_short.mp3,Aves,Crested Lark,Galerida cristata,Not Dangerous,1052807973
4428,1052805768,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Corvus_corax_Tre_N0047_03_short.mp3,Aves,Raven,Corvus corax,Not Dangerous,1052805768
4431,1052805764,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Corvus_corax_Tre_N0035_03_short.mp3,Aves,Raven,Corvus corax,Not Dangerous,1052805764
4432,1052805763,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Corvus_corax_Tre_N0035_01_short.mp3,Aves,Raven,Corvus corax,Not Dangerous,1052805763
4433,1052805762,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Corvus_corax_Tre_N0033_02_short.mp3,Aves,Raven,Corvus corax,Not Dangerous,1052805762
4527,1052789316,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_Tre_N0130_04_short.mp3,Aves,Mallard,Anas platyrhynchos,Not Dangerous,1052789316
4556,991952347,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_viscivorus_Kr0001_22_short.mp3,Aves,Mistle Thrush,Turdus viscivorus,Not Dangerous,991952347
4628,991951791,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Troglodytes_troglodytes_Tre_N0019_03_short.mp3,Aves,Wren,Troglodytes troglodytes,Not Dangerous,991951791
4657,991949126,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Regulus_ignicapilla_Kr0004_22_short.mp3,Aves,Firecrest,Regulus ignicapilla,Not Dangerous,991949126
4658,991949123,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Regulus_ignicapilla_Kr0002_08_short.mp3,Aves,Firecrest,Regulus ignicapilla,Not Dangerous,991949123
4659,991949122,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Regulus_ignicapilla_Tre_N0019_06_short.mp3,Aves,Firecrest,Regulus ignicapilla,Not Dangerous,991949122
4660,991948954,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Rallus_aquaticus_Kr0016_10_short.mp3,Aves,Water Rail,Rallus aquaticus,Not Dangerous,991948954
4661,991948951,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Rallus_aquaticus_Kr0005_21_short.mp3,Aves,Water Rail,Rallus aquaticus,Not Dangerous,991948951
4662,991948950,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Rallus_aquaticus_Kr0005_19_short.mp3,Aves,Water Rail,Rallus aquaticus,Not Dangerous,991948950
4663,991948945,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Rallus_aquaticus_Kr0005_22_short.mp3,Aves,Water Rail,Rallus aquaticus,Not Dangerous,991948945
4664,991948943,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Rallus_aquaticus_Kr0001_01_short.mp3,Aves,Water Rail,Rallus aquaticus,Not Dangerous,991948943
4665,991948942,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Rallus_aquaticus_Kr0004_13_short.mp3,Aves,Water Rail,Rallus aquaticus,Not Dangerous,991948942
4696,991945090,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Picus_canus_Kr0002_26_short.mp3,Aves,Grey-Heades Woodpecker,Picus canus,Not Dangerous,991945090
4747,991907102,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_Kr0006_04_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,991907102
4748,991907099,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_Kr0002_27_short.mp3,Aves,Grasshopper Warbler,Locustella naevia,Not Dangerous,991907099
4777,991893947,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Galerida_cristata_Kr0004_18_short.mp3,Aves,Crested Lark,Galerida cristata,Not Dangerous,991893947
4821,991883740,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Corvus_corax_Tre_N0004_01_short.mp3,Aves,Raven,Corvus corax,Not Dangerous,991883740
4934,893491604,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_viscivorus_Thi_Certhia_60_0002_02_short.mp3,Aves,Mistle Thrush,Turdus viscivorus,Not Dangerous,893491604
4942,893491596,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Troglodytes_troglodytes_DIG0162_19_short.mp3,Aves,Wren,Troglodytes troglodytes,Not Dangerous,893491596
4943,893491595,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Troglodytes_troglodytes_DIG0171_01_short.mp3,Aves,Wren,Troglodytes troglodytes,Not Dangerous,893491595
4944,893491594,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Troglodytes_troglodytes_Thi_Certhia_60_0002_12_short.mp3,Aves,Wren,Troglodytes troglodytes,Not Dangerous,893491594
4945,893491593,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Troglodytes_troglodytes_DIG0162_18_short.mp3,Aves,Wren,Troglodytes troglodytes,Not Dangerous,893491593
4951,893491496,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Sylvia_melanocephala_DIG0163_03_short.mp3,Aves,Sardinian Warbler,Sylvia melanocephala,Not Dangerous,893491496
4983,893491047,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Regulus_ignicapilla_Thi_Certhia_60_0001_12_short.mp3,Aves,Firecrest,Regulus ignicapilla,Not Dangerous,893491047
4984,893491046,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Regulus_ignicapilla_Thi_Certhia_60_0001_07_short.mp3,Aves,Firecrest,Regulus ignicapilla,Not Dangerous,893491046
4985,893491045,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Regulus_ignicapilla_Tre_P0187_01_short.mp3,Aves,Firecrest,Regulus ignicapilla,Not Dangerous,893491045
4986,893491022,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Rallus_aquaticus_V1412_07_short.mp3,Aves,Water Rail,Rallus aquaticus,Not Dangerous,893491022
4987,893491021,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Rallus_aquaticus_DIG0161_29_short.mp3,Aves,Water Rail,Rallus aquaticus,Not Dangerous,893491021
4988,893491020,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Rallus_aquaticus_DIG0161_53_short.mp3,Aves,Water Rail,Rallus aquaticus,Not Dangerous,893491020
4989,893491019,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Rallus_aquaticus_V1412_01_short.mp3,Aves,Water Rail,Rallus aquaticus,Not Dangerous,893491019
4990,893491018,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Rallus_aquaticus_V1412_04_short.mp3,Aves,Water Rail,Rallus aquaticus,Not Dangerous,893491018
4991,893491017,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Rallus_aquaticus_V1412_25_short.mp3,Aves,Water Rail,Rallus aquaticus,Not Dangerous,893491017
4992,893491016,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Rallus_aquaticus_V1412_05_short.mp3,Aves,Water Rail,Rallus aquaticus,Not Dangerous,893491016
4993,893491015,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Rallus_aquaticus_V1412_03_short.mp3,Aves,Water Rail,Rallus aquaticus,Not Dangerous,893491015
4994,893491014,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Rallus_aquaticus_DIG0161_60_short.mp3,Aves,Water Rail,Rallus aquaticus,Not Dangerous,893491014
4995,893491013,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Rallus_aquaticus_V1412_02_short.mp3,Aves,Water Rail,Rallus aquaticus,Not Dangerous,893491013
4996,893491012,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Rallus_aquaticus_DIG0161_52_short.mp3,Aves,Water Rail,Rallus aquaticus,Not Dangerous,893491012
5017,893490061,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Picus_canus_V1412_12_short.mp3,Aves,Grey-Heades Woodpecker,Picus canus,Not Dangerous,893490061
5018,893490060,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Picus_canus_Thi_Certhia_60_0002_08_short.mp3,Aves,Grey-Heades Woodpecker,Picus canus,Not Dangerous,893490060
5273,893456641,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0161_64_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,893456641
5274,893456640,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0161_71_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,893456640
5279,893456635,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0161_70_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,893456635
5280,893456634,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0161_65_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,893456634
5281,893456633,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0161_69_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,893456633
5282,893456632,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0161_72_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,893456632
5283,893456631,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0161_67_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,893456631
5284,893456630,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Caprimulgus_europaeus_DIG0161_63_short.mp3,Aves,European Nightjar,Caprimulgus europaeus,Not Dangerous,893456630
5295,893425545,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Athene_noctua_DIG0137_02_short.mp3,Aves,Athene,Athene noctua,Not Dangerous,893425545
5359,779869087,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_viscivorus_V1311a_16_short.mp3,Aves,Mistle Thrush,Turdus viscivorus,Not Dangerous,779869087
5360,779869086,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_viscivorus_Tre_P0075_01_short.mp3,Aves,Mistle Thrush,Turdus viscivorus,Not Dangerous,779869086
5361,779869085,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_viscivorus_Tre_P0074_01_short.mp3,Aves,Mistle Thrush,Turdus viscivorus,Not Dangerous,779869085
5362,779869084,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_viscivorus_Tre_P0073_01_short.mp3,Aves,Mistle Thrush,Turdus viscivorus,Not Dangerous,779869084
5363,779869083,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_viscivorus_Kr0047_01_short.mp3,Aves,Mistle Thrush,Turdus viscivorus,Not Dangerous,779869083
5364,779869082,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_viscivorus_Co0073_03_short.mp3,Aves,Mistle Thrush,Turdus viscivorus,Not Dangerous,779869082
5365,779869081,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_viscivorus_Co0051_05_short.mp3,Aves,Mistle Thrush,Turdus viscivorus,Not Dangerous,779869081
5366,779869080,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Turdus_viscivorus_Co0033_06_short.mp3,Aves,Mistle Thrush,Turdus viscivorus,Not Dangerous,779869080
